Time,Acc-X,Acc-Y,Acc-Z,Gyro-X,Gyro-Y,Gyro-Z,Ambient Temp
17:31.2,-2.080561243,6.490680701,2.250549561,-11.51908397,97.48854962,42.48091603,23.35
17:31.4,-3.900154504,10.91755957,1.836352673,14.32061069,31.6259542,81.99236641,23.37
17:31.6,-3.936067529,10.0963484,1.534683264,-31.22900763,-59.02290076,-75.22900763,23.35
17:31.8,-1.252167468,8.40843623,0.483628735,-28.19083969,5.694656489,-78.77099237,23.37
17:32.0,-2.710236279,7.103596326,3.588908289,4.618320611,31.32824427,51.77099237,23.35
17:32.2,-1.022324109,8.10437262,1.587355701,-31.87022901,84.2519084,56.73282443,23.35
17:32.4,-4.35505282,10.33576857,0.849941589,-12.70229008,86.16030534,125.4732824,23.35
17:32.6,-5.726930371,10.44829604,3.270479468,-14.17557252,-47.78625954,-71.3129771,23.37
17:32.8,-1.936909143,8.353369592,0.373495459,-23.79389313,-17.6870229,-108.6946565,23.39
17:33.0,-1.34075293,10.40998882,1.185129822,-0.473282443,-33.38931298,-27.12977099,23.39
17:33.1,0.392649072,10.97023201,0.442927307,-6.27480916,97.55725191,113.2519084,23.37
17:33.2,-1.726219397,10.39562361,-0.275333191,8.580152672,51.49618321,126.8244275,23.37
17:33.4,-6.363788013,9.181763367,0.316034619,37.90839695,28.14503817,102.9923664,23.37
17:33.5,-2.980781067,10.40520042,1.74537301,41.77099237,-22.18320611,-21.7480916,23.39
17:33.6,-0.378283862,10.35013378,3.327940308,0.122137405,-70.45038168,-5.167938931,23.39
17:33.8,1.453280408,8.463502869,0.167594116,-45.91603053,-28.74045802,-16.15267176,23.35
17:33.9,-0.596156213,8.384494214,-1.335964526,-42.78625954,-3.122137405,-30.50381679,23.37
17:34.0,-0.280121594,11.83932721,-0.488417139,-13.22137405,-5.480916031,-69.02290076,23.39
17:34.2,1.007958899,8.317456567,3.280056274,12.85496183,-29.75572519,-75.3740458,23.39
17:34.3,0.308852014,7.132326746,1.628057129,-22.22137405,61.33587786,-0.748091603,23.37
17:34.4,-2.688688464,7.103596326,1.434126794,-6.236641221,30.11450382,43.5648855,23.37
17:34.6,-2.980781067,10.65898579,1.446097803,8.618320611,51.58015267,54.86259542,23.37
17:34.7,-5.049371301,11.31739125,2.758120313,-25.21374046,14.96946565,-27.03816794,23.37
17:34.8,-2.434903088,10.54406411,1.884236707,-55.04580153,64.02290076,-122.740458,23.39
17:35.0,0.047884033,8.377311609,-1.936909143,-114.2977099,67.91603053,-79.38931298,23.37
17:35.1,-2.114080066,7.824251025,0.517147559,-87.79389313,82.42748092,71.19847328,23.41
17:35.2,-3.344699719,12.73715283,-0.849941589,-149.5343511,124.4503817,169.7938931,23.37
17:35.4,-5.959167932,7.546523633,-0.009576807,-44.22137405,120.6717557,126.1068702,23.43
17:35.5,-3.892971899,8.892064966,-0.557848987,-35.05343511,149.4580153,80.71755725,23.39
17:35.6,-4.027047192,9.643844287,1.908178723,3.847328244,106.7251908,10.3129771,23.39
17:35.8,-3.945644336,8.374917407,2.142810486,-5.221374046,41.76335878,26.17557252,23.39
17:35.9,-3.296815686,9.952696301,0.727837305,-26.58015267,40.16030534,23.29770992,23.37
17:36.1,-3.189076611,9.452308154,0.538695374,-0.633587786,18.52671756,-23.87022901,23.37
17:36.3,-2.765302917,8.734047656,1.508347046,14.54198473,-24.22900763,-6.007633588,23.37
17:36.5,-3.059789722,9.20091698,1.486799231,2.610687023,-21.5648855,-1.809160305,23.37
17:36.7,-2.904166614,9.217676392,1.335964526,-0.267175573,-20.54198473,-12.6870229,23.37
17:36.9,-2.619256616,8.925583789,1.26892688,0.13740458,-7.320610687,-2,23.41
17:37.1,-3.040636108,8.880093958,1.338358728,2.007633588,-5.145038168,8.969465649,23.41
17:37.3,-5.916072302,9.471461768,1.680729565,3.374045802,-19.17557252,-19.70229008,23.39
17:37.5,-5.094861133,8.899247571,1.434126794,11.24427481,-121.6030534,-115.4580153,23.37
17:37.6,-6.991068848,7.666233716,1.570596289,1.290076336,-69.19083969,-90.99236641,23.43
17:37.8,-7.184999182,6.622361792,4.247313745,3.038167939,-207.2442748,-112.221374,23.39
17:38.0,0.102950671,3.512293835,8.896853369,-53.60305344,-75.40458015,-53.15267176,23.41
17:38.2,1.905784521,0.804451758,8.145074048,-25.41221374,-20.41221374,3.381679389,23.41
17:38.4,0.957680664,2.111685864,9.131485132,-4.358778626,-12.61068702,5.671755725,23.41
17:38.5,2.073378638,1.364694946,9.378087903,-7.58778626,-10.85496183,-0.114503817,23.37
17:38.7,1.635239734,1.331176123,9.617508069,-13.22137405,-2.748091603,1.664122137,23.39
17:38.9,2.106897461,1.276109485,10.39801781,-9.702290076,-9.450381679,-7.091603053,23.35
17:39.1,2.39420166,0.167594116,8.987833032,-25.39694656,6.908396947,-8.58778626,23.43
17:39.3,2.557007373,-0.258573779,8.999804041,-8.748091603,1.396946565,-8.190839695,23.39
17:39.4,2.319981409,0.007182605,9.653421094,6.267175573,1.946564885,-8.404580153,23.43
17:39.6,2.29364519,0.083797058,9.770736975,-19.35877863,8.022900763,7.099236641,23.39
17:39.8,2.054225024,-0.758961926,9.074024292,6.244274809,9.511450382,1.992366412,23.39
17:40.1,0.773327136,-0.222660754,9.260772021,3.259541985,34.42748092,2.007633588,23.39
17:40.2,1.956062756,-0.416591089,4.929661218,31.54961832,49.72519084,59.35114504,23.41
17:40.4,-3.643974927,5.391742139,5.995080957,118.7328244,166.4351145,137.778626,23.41
17:40.6,-6.694187842,14.96376038,4.060566016,53.83206107,206,181.5419847,23.39
17:40.8,-5.619191296,9.169792358,2.300827795,19.39694656,44.66412214,31.10687023,23.39
17:41.0,-4.079719629,10.28549033,0.742202515,-3.572519084,-41.3740458,-20.97709924,23.41
17:41.2,-1.944091748,8.999804041,1.017535706,-0.671755725,-61.1221374,-44.60305344,23.45
17:41.4,-2.300827795,8.257601526,1.338358728,-5.625954198,-22.35877863,12.90839695,23.43
17:41.6,-4.115632654,9.651026892,3.689464758,-11.57251908,-94.78625954,-39.2519084,23.41
17:41.8,-4.458003491,8.453926062,3.150769385,-9.610687023,-113.389313,-85.6259542,23.41
17:42.0,-2.755726111,7.639897498,4.692635254,-15.60305344,-250.1374046,-136.8091603,23.43
17:42.2,-2.473210315,7.529764221,7.019799268,-55.85496183,-100.8167939,-106.5648855,23.39
17:42.4,1.063025537,5.571307263,8.327033374,-26.16030534,-62.07633588,-104.2748092,23.41
17:42.6,0.727837305,5.305550879,8.04691178,-13.96946565,-12.95419847,-31.53435115,23.39
17:42.9,0.600944617,4.431667273,8.394071021,-12.0610687,11.39694656,-16.21374046,23.41
17:43.1,0.995987891,4.704606262,7.872135059,-4.923664122,-8.366412214,-46.83206107,23.43
17:43.2,0.517147559,5.008669873,8.336610181,-11.49618321,-27.59541985,-51.59541985,23.39
17:43.4,0.794874951,4.19703551,8.815450513,-7.473282443,-36.99236641,-43.87022901,23.41
